date,read,say,title,url
2017-04-02 11:10,...,...,crontab的使用笔记,http://www.cnblogs.com/zhaojiedi1992/p/zhaojiedi_linux_014_crontab.html
2017-04-02 11:16,...,...,DHCP服务器的搭建,http://www.cnblogs.com/zhaojiedi1992/p/zhaojiedi_linux_015_dhcp.html
2017-06-10 11:21,...,...,LEMP平台全编译搭建,http://www.cnblogs.com/zhaojiedi1992/p/zhaojiedi_linux_026_lemp.html
2017-07-18 20:39,...,...,开发和运行爬虫程序在scrapyhub的云平台上,http://www.cnblogs.com/zhaojiedi1992/p/zhaojiedi_python_004_scrapyhub.html
2017-06-28 20:33,...,...,ansible学习系列1-ansible简介,http://www.cnblogs.com/zhaojiedi1992/p/zhaojiedi_linux_031_ansible01.html
2017-08-11 12:03,...,...,ORA-12154：TNS：无法解析指定的连接标识符,http://www.cnblogs.com/zhaojiedi1992/p/zhaojiedi_oracle_004_ora12154.html
2017-06-28 22:01,...,...,ansible学习系列2-ansible常用模块使用,http://www.cnblogs.com/zhaojiedi1992/p/zhaojiedi_linux_032_ansible02.html
2017-08-22 17:55,...,...,scrapy pipelines导出各种格式,http://www.cnblogs.com/zhaojiedi1992/p/zhaojiedi_python_005_scrapy.html
2017-08-23 09:01,...,...,windows下安装bpython方法 （新）,http://www.cnblogs.com/zhaojiedi1992/p/zhaojiedi_python_006_bpython.html
,,,,
2016-01-12 11:44,...,...,窗体之间传递值的几种方法,http://www.cnblogs.com/zhaojiedi1992/p/zhaojiedi_cs_0002.html
2016-02-14 23:01,...,...,jquery选择器,http://www.cnblogs.com/zhaojiedi1992/p/zhaojiedi_js_002.html
2016-01-12 11:43,...,...,常见的六种排序算法实现,http://www.cnblogs.com/zhaojiedi1992/p/zhaojiedi_c_000001.html
2016-02-02 13:42,...,...,四种数据库分页查询的编写,http://www.cnblogs.com/zhaojiedi1992/p/zhaojiedi_sql_001.html
2016-02-06 00:22,...,...,js仿qq分组折叠效果,http://www.cnblogs.com/zhaojiedi1992/p/zhaojiedi_js_001.html
2016-02-15 01:43,...,...,jquery中的dom操作,http://www.cnblogs.com/zhaojiedi1992/p/zhaojiedi_js_003.html
2016-01-04 15:07,...,...,OracleHelper类,http://www.cnblogs.com/zhaojiedi1992/p/zhaojiedi_oracle_0001.html
2016-01-26 13:36,...,...,四叉树编码存储的实现,http://www.cnblogs.com/zhaojiedi1992/p/zhaojiedi_cs_0003.html
2013-09-14 07:48,...,...,system partition table,http://www.cnblogs.com/zhaojiedi1992/p/oracle_1.html
2013-06-29 23:19,...,...,学习动态性能表 v$sql,http://www.cnblogs.com/zhaojiedi1992/p/oracle11g_sql_0068.html
2013-06-04 21:16,...,...,oracle11g快速入门习题集答案——oracle11g快速入门,http://www.cnblogs.com/zhaojiedi1992/archive/2013/06/04/oracle11g_sql_0065.html
2013-06-23 12:49,...,...,解决oracle_4031错误的方法,http://www.cnblogs.com/zhaojiedi1992/p/oracle11g_sql_0066.html
,,,,
2013-10-03 09:13,...,...,Oracle ABP(Autotask Background Process),http://www.cnblogs.com/zhaojiedi1992/p/oracle_56.html
2013-10-03 10:36,...,...,oralce health monitor,http://www.cnblogs.com/zhaojiedi1992/p/oracle_57.html
2015-11-15 19:48,...,...,STL学习系列一：STL(标准模板库)理论基础,http://www.cnblogs.com/zhaojiedi1992/p/zhaojiedi_stl_001.html
2013-10-06 08:52,...,...,flashback data archive （转）,http://www.cnblogs.com/zhaojiedi1992/p/oracle_60.html
2015-08-12 20:24,...,...,最小二乘原理求解线性回归方程,http://www.cnblogs.com/zhaojiedi1992/p/zhaojiedi_csharp.html
2015-11-15 20:45,...,...,STL学习系列二：Vector容器,http://www.cnblogs.com/zhaojiedi1992/p/zhaojiedi_stl_002.html
2013-10-06 08:28,...,...,oracle flashback,http://www.cnblogs.com/zhaojiedi1992/p/oracle_59.html
2012-07-21 12:51,...,...,hduoj1097A hard puzzle,http://www.cnblogs.com/zhaojiedi1992/archive/2012/07/21/zhaojiedi_2012_06_05.html
2012-07-21 12:54,...,...,nyoj1008   Elevator,http://www.cnblogs.com/zhaojiedi1992/archive/2012/07/21/zhaojiedi_2012_05_29.html
2012-07-21 12:57,...,...,hduoj1108最小公倍数,http://www.cnblogs.com/zhaojiedi1992/archive/2012/07/21/zhaojiedi_2012_05_290.html
2012-07-21 13:06,...,...,hduoj1095A+B for Input-Output Practice (VII),http://www.cnblogs.com/zhaojiedi1992/archive/2012/07/21/zhaojiedi_2012_05_270.html
2012-07-21 13:03,...,...,hduoj1096A+B for Input-Output Practice (VIII),http://www.cnblogs.com/zhaojiedi1992/archive/2012/07/21/zhaojiedi_2012_05_27.html
2012-07-21 13:14,...,...,hduoj1093A+B for Input-Output Practice (V),http://www.cnblogs.com/zhaojiedi1992/archive/2012/07/21/zhaojiedi_2012_05_27000.html
2012-07-27 22:44,...,...,HDUOJ3782  xxx定律,http://www.cnblogs.com/zhaojiedi1992/archive/2012/07/27/zhaojiedi_2012_07_23.html
2012-07-21 13:11,...,...,hduoj1094A+B for Input-Output Practice (VI),http://www.cnblogs.com/zhaojiedi1992/archive/2012/07/21/zhaojiedi_2012_05_2700.html
2012-07-27 22:02,...,...,NYOJ477A+B Problem III,http://www.cnblogs.com/zhaojiedi1992/archive/2012/07/27/zhaojiedi_2012_06_090.html
2012-07-27 22:01,...,...,NYOJ266字符串逆序输出,http://www.cnblogs.com/zhaojiedi1992/archive/2012/07/27/zhaojiedi_2012_06_09.html
2012-07-27 22:07,...,...,NYOJ33蛇形填数,http://www.cnblogs.com/zhaojiedi1992/archive/2012/07/27/zhaojiedi_2012_06_0800.html
2012-07-27 22:04,...,...,NYOJ241字母统计,http://www.cnblogs.com/zhaojiedi1992/archive/2012/07/27/zhaojiedi_2012_06_0900.html
2012-07-27 22:05,...,...,NYOJ56阶乘因式分解（一）,http://www.cnblogs.com/zhaojiedi1992/archive/2012/07/27/zhaojiedi_2012_06_08.html
2012-07-27 22:08,...,...,NYOJ243交换输出,http://www.cnblogs.com/zhaojiedi1992/archive/2012/07/27/zhaojiedi_2012_06_07.html
2012-12-17 17:07,...,...,构造函数和析构函数,http://www.cnblogs.com/zhaojiedi1992/archive/2012/12/17/142857_12_12_17-1.html
2012-12-17 17:09,...,...,静态变量动态变量全局变量局部变量,http://www.cnblogs.com/zhaojiedi1992/archive/2012/12/17/142857_12_12_17-2.html
2012-11-14 21:38,...,...,NYOJ148fibonacci数列(二),http://www.cnblogs.com/zhaojiedi1992/archive/2012/11/14/zhaojiedi1992_2012_11_02.html
2012-08-14 11:25,...,...,NYOJ 8 一种排序,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/14/zhaojiedi_2012_08_12.html
2012-08-14 11:26,...,...,NYOJ 60 谁获得了最高奖学金,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/14/zhaojiedi_2012_08_120.html
2012-08-14 11:30,...,...,NYOJ199无线网络覆盖,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/14/zhaojiedi_2012_08_10.html
2012-08-14 11:28,...,...,NYOJ125盗梦空间,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/14/zhaojiedi_2012_08_1200.html
2012-08-02 14:36,...,...,NYOJ216A problem is easy,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/02/zhaojiedi_2012_08_0200.html
2012-08-02 14:39,...,...,NYOJ283对称排序,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/02/zhaojiedi_2012_08_020000.html
2012-08-02 14:34,...,...,NYOJ204Coin Test,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/02/zhaojiedi_2012_08_020.html
2012-08-02 14:37,...,...,NYOJ217a letter and a number,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/02/zhaojiedi_2012_08_02000.html
2012-08-02 14:42,...,...,NYOJ94cigarettes,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/02/zhaojiedi_2012_08_020000000.html
2012-08-02 14:41,...,...,NYOJ122Triangular Sums,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/02/zhaojiedi_2012_08_02000000.html
2012-08-02 14:44,...,...,NYOJ62笨小熊,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/02/zhaojiedi_2012_08_01.html
2012-08-02 14:40,...,...,NYOJ484The Famous Clock,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/02/zhaojiedi_2012_08_0200000.html
2012-08-02 14:58,...,...,TOJ1153.   Word Reversal,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/02/zhaojiedi_2012_08_010.html
2012-08-02 16:12,...,...,TOJ1601.   Box of Bricks,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/02/zhaojiedi_2012_08_01000.html
2012-08-02 16:14,...,...,TOJ3070.   Encryption,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/02/zhaojiedi_2012_08_010000.html
2012-08-14 11:12,...,...,博弈（取石子）专题,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/14/haojiedi_2012_08_14.html
2012-08-14 11:23,...,...,NYOJ135  取石子（二）,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/14/zhaojiedi_2012_08_140.html
2012-08-02 16:04,...,...,TOJ1547.   To and Fro,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/02/zhaojiedi_2012_08_0100.html
2012-08-14 18:16,...,...,怎样调试程序,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/14/zhaojiedi_2012_08-14000.html
2012-08-17 17:55,...,...,培训课件,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/17/zhaojiedi_2012_08_160.html
2012-08-21 19:54,...,...,NK1437: 校长杯,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/21/zhaojiedi1992_2012_08_20.html
2012-08-21 09:48,...,...,二级考试c,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/21/zhaojiedi1992_2012_08_21.html
2012-08-23 17:03,...,...,NYOJ26孪生素数问题,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/23/zhaojiedi_2012_08_23.html
2012-08-23 17:04,...,...,NYOJ448   寻找最大数,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/23/zhaojiedi_2012_08_230.html
2012-08-21 19:57,...,...,HDUOJ1372Knight Moves,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/21/zhaojiedi_2012_08_2000.html
2012-08-23 17:05,...,...,NYOJ289苹果,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/23/zhaojiedi1992_2012_08_2300.html
2012-08-23 17:07,...,...,NYOJ311完全背包,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/23/zhaojiedi1992_2012_08_22.html
2012-08-23 17:08,...,...,NYOJ128前缀式计算,http://www.cnblogs.com/zhaojiedi1992/archive/2012/08/23/zhaojiedi_2012_08_1600.html
2012-11-02 08:47,...,...,NYOJ176 整数划分（二）,http://www.cnblogs.com/zhaojiedi1992/archive/2012/11/02/zhaojiedi-20121102.html
2012-11-02 08:50,...,...,NYOJ427 NUMBER SEQUENCE,http://www.cnblogs.com/zhaojiedi1992/archive/2012/11/02/zhaojiedi-201211020.html
2012-11-02 08:53,...,...,NYOJ467 中缀式变后缀式,http://www.cnblogs.com/zhaojiedi1992/archive/2012/11/02/zhaojiedi-2012110200.html
2012-11-12 21:54,...,...,NYOJ325zb的生日,http://www.cnblogs.com/zhaojiedi1992/archive/2012/11/12/zhaojiedi_2012_11_11.html
2012-11-12 21:57,...,...,NYOJ20吝啬的国度,http://www.cnblogs.com/zhaojiedi1992/archive/2012/11/12/zhaojiedi_2012_11_11_2.html
2012-11-12 22:01,...,...,NYOJ287Radar,http://www.cnblogs.com/zhaojiedi1992/archive/2012/11/12/zhaojiedi_2012_11_11_03.html
2012-11-12 22:04,...,...,NYOJ236心急的C小加,http://www.cnblogs.com/zhaojiedi1992/archive/2012/11/12/zhaojiedi_2012_11_11_3.html
2012-11-12 22:06,...,...,NYOJ71独木舟上的旅行,http://www.cnblogs.com/zhaojiedi1992/archive/2012/11/12/zhaojiedi_2012_11_11_4.html
2012-11-12 21:42,...,...,NYOJ92图像有用区域,http://www.cnblogs.com/zhaojiedi1992/archive/2012/11/12/zhaojiedi1992_2012_11_12.html
2012-11-12 21:50,...,...,NYOJ488素数环,http://www.cnblogs.com/zhaojiedi1992/archive/2012/11/12/zhaojiedi_2012_11_12_2.html
2012-11-12 22:08,...,...,NYOJ47过河问题,http://www.cnblogs.com/zhaojiedi1992/archive/2012/11/12/zhaojiedi_2012_11_11_5.html
2013-05-07 22:09,...,...,管理例程——数据库管理员,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/07/oracle11g_sql_0026.html
2012-11-14 21:36,...,...,NYOJ519密码发生器,http://www.cnblogs.com/zhaojiedi1992/archive/2012/11/14/zhaojiedi1992_2012_11_14.html
2013-05-07 19:13,...,...,hduoj  1518square,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/07/zhaojiedi.html
2013-05-07 22:51,...,...,管理例程——特权用户验证,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/07/oracle11g_sql_0027.html
2013-05-08 07:20,...,...,管理例程——管理初始化参数——常用参数,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/08/oracle11g_sql_0028.html
2013-05-08 17:04,...,...,管理例程——管理初始化参数——修改动态参数和静态参数,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/08/oracle11g_sql_0030.html
2013-05-08 07:35,...,...,管理例程——管理初始化参数——参数文件,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/08/oracle11g_sql_0029.html
2013-05-09 13:56,...,...,管理例程——管理初始化参数——显示参数文件,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/09/oracle11g_sql_0031.html
2013-05-13 22:11,...,...,启动和停止数据库——启动例程并打开数据库,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/13/oracle11g_sql_0032.html
2013-05-14 11:40,...,...,启动和停止数据库——停止例程,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/14/oracle11g_sql_0033.html
2013-05-14 17:12,...,...,启动和停止数据库——显示例程信息,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/14/oracle11g_sql_0035.html
2013-05-14 22:15,...,...,数据字典和动态性能视图——数据字典,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/14/oracle11g_sql_0036.html
2013-05-14 22:36,...,...,数据字典和动态性能视图——常用数据字典,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/14/oracle11g_sql_0037.html
2013-05-14 17:06,...,...,启动和停止数据库——停顿和暂停数据库,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/14/oracle11g_sql_0034.html
2013-05-15 19:43,...,...,数据字典和动态性能视图——动态性能视图,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/15/oracle11g_sql_0038.html
2013-05-17 22:59,...,...,复杂查询——数据分组——分组函数,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/17/oracle11g_sql_0040.html
2013-05-16 13:24,...,...,数据字典和动态性能视图——常用动态性能视图,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/16/oracle11g_sql_0039.html
2013-05-21 18:39,...,...,管理表空间和数据文件——数据库逻辑结构,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/21/oracle11g_sql_0041.html
2013-05-21 18:55,...,...,管理表空间和数据文件——建立表空间——建立本地管理表空间,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/21/oracle11g_sql_0042.html
2013-05-21 22:38,...,...,管理表空间和数据文件——建立表空间——建立字典管理表空间和建立加密表空间,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/21/oracle11g_sql_0043.html
2012-11-14 21:40,...,...,NYOJ176整数划分（二）,http://www.cnblogs.com/zhaojiedi1992/archive/2012/11/14/zhaojiedi1992_2012_10_26.html
2012-11-14 21:42,...,...,NYOJ427Number Sequence,http://www.cnblogs.com/zhaojiedi1992/archive/2012/11/14/zhaojiedi1992_2012_10_260.html
2012-11-14 21:44,...,...,NYOJ467中缀式变后缀式,http://www.cnblogs.com/zhaojiedi1992/archive/2012/11/14/zhaojiedi1992_2012_10_2600.html
2012-11-14 21:48,...,...,NYOJ44子串和,http://www.cnblogs.com/zhaojiedi1992/archive/2012/11/14/zhaojiedi1992_2012_10_260000.html
2012-11-14 21:46,...,...,NYOJ524A-B Problem,http://www.cnblogs.com/zhaojiedi1992/archive/2012/11/14/zhaojiedi1992_2012_10_26000.html
2012-12-17 13:56,...,...,运算符重载实现复数的加减乘除,http://www.cnblogs.com/zhaojiedi1992/archive/2012/12/17/142857_12_12_17.html
2012-11-14 21:50,...,...,NYOJ58最少步数,http://www.cnblogs.com/zhaojiedi1992/archive/2012/11/14/zhaojiedi1992_2012_10_25.html
2012-11-30 07:31,...,...,最短路径算法,http://www.cnblogs.com/zhaojiedi1992/archive/2012/11/30/20121130_0.html
2013-05-22 13:05,...,...,管理表空间和数据文件——建立表空间——建立大文件表空间和建立undo表空间和建立非标准表空间,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/22/oracle11g_sql_0045.html
2013-05-22 16:43,...,...,管理表空间和数据文件——维护表空间——改变表空间的可用性,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/22/oracle11g_sql_0047.html
2013-05-22 19:44,...,...,管理表空间和数据文件——维护表空间——改变表空间的读写状态和改变表空间名称,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/22/oracle11g_sql_0048.html
2013-05-22 13:41,...,...,管理表空间和数据文件——建立表空间——建立临时表空间,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/22/oracle11g_sql_0046.html
2013-05-21 22:41,...,...,oracle Wallet的使用,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/21/oracle11g_sql_0044.html
2013-05-23 12:34,...,...,管理表空间和数据文件——扩展表空间,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/23/oracle11g_sql_0050.html
2013-05-23 18:25,...,...,管理表空间和数据文件——移动数据文件,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/23/oracle11g_sql_0051.html
2013-05-22 21:35,...,...,管理表空间和数据文件——维护表空间——设置默认表空间和删除表空间和删除数据文件盒临时文件,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/22/oracle11g_sql_0049.html
2013-05-24 21:26,...,...,管理表空间和数据文件——使用OMF方式管理表空间,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/24/oracle11g_sql_0052.html
2013-05-25 09:05,...,...,管理对象空间——段,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/25/oracle11g_sql_0054.html
2013-05-25 14:23,...,...,管理对象空间——管理存储参数,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/25/oracle11g_sql_0055.html
2013-05-25 21:31,...,...,管理对象空间——使用存储参数和显示区信息,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/25/oracle11g_sql_0056.html
2013-05-24 23:06,...,...,管理表空间和数据文件——显示表空间和数据文件信息,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/24/oracle11g_sql_0053.html
2013-05-26 21:10,...,...,管理数据块空间——块空间参数,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/26/oracle11g_sql_0057.html
2013-05-27 11:13,...,...,管理数据块空间,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/27/oracle11g_sql_0058.html
2013-05-28 17:29,...,...,管理用户和PROFILE——用户方案和profile,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/28/oracle11g_sql_0059.html
2013-05-28 20:06,...,...,管理用户和PROFILE——管理用户,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/28/oracle11g_sql_0060.html
2013-05-29 20:23,...,...,管理用户和PROFILE ——管理PROFILE——使用PROFILE管理口令,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/29/oracle11g_sql_0062.html
2013-05-31 20:57,...,...,管理用户和PROFILE ——管理PROFILE——使用PROFILE管理资源,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/31/oracle11g_sql_0063.html
2013-05-29 11:10,...,...,管理用户和PROFILE——管理用户——修改用户,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/29/oracle11g_sql_0061.html
2012-12-17 17:10,...,...,继承类调用顺序,http://www.cnblogs.com/zhaojiedi1992/archive/2012/12/17/142857_12_12_17-3.html
2012-12-17 17:12,...,...,输出全班学生的信息,http://www.cnblogs.com/zhaojiedi1992/archive/2012/12/17/142857_12_12_17-4.html
2013-01-02 11:58,...,...,NYOJ127星际之门（一）,http://www.cnblogs.com/zhaojiedi1992/archive/2013/01/02/142857_20130102.html
2013-04-04 10:53,...,...,"oracle字符类型 char,varchar2,varchar,clob,nvarchar,nclob",http://www.cnblogs.com/zhaojiedi1992/archive/2013/04/04/oracle_sql_zifu_0.html
2013-06-01 08:48,...,...,Io 异常 The Network Adapter could not establish the connection的三种解决方法,http://www.cnblogs.com/zhaojiedi1992/archive/2013/06/01/oracle11g_sql_0064.html
2013-04-12 21:19,...,...,oracle11g安装先决条件全部失败,http://www.cnblogs.com/zhaojiedi1992/archive/2013/04/12/oracle11g_sql_001.html
2013-04-30 21:16,...,...,使用控制结构——条件分支语句——简单条件,http://www.cnblogs.com/zhaojiedi1992/archive/2013/04/30/oracle11g_sql_002.html
2013-04-30 21:57,...,...,使用控制结构——条件分支语句——多重条件分支,http://www.cnblogs.com/zhaojiedi1992/archive/2013/04/30/oracle11g_sql_004.html
2013-04-30 22:12,...,...,使用控制结构——条件分支语句——CASE语句,http://www.cnblogs.com/zhaojiedi1992/archive/2013/04/30/oracle11g_sql_005.html
2013-04-30 21:36,...,...,使用控制结构——条件分支语句——二重条件条件,http://www.cnblogs.com/zhaojiedi1992/archive/2013/04/30/oracle11g_sql_003.html
2013-04-30 22:22,...,...,使用控制结构——循环语句——基本循环,http://www.cnblogs.com/zhaojiedi1992/archive/2013/04/30/oracle11g_sql_006.html
2013-04-30 22:29,...,...,使用控制结构——循环语句——WHILE循环,http://www.cnblogs.com/zhaojiedi1992/archive/2013/04/30/oracle11g_sql_007.html
2013-04-30 22:36,...,...,使用控制结构——循环语句——FOR循环,http://www.cnblogs.com/zhaojiedi1992/archive/2013/04/30/oracle11g_sql_008.html
2013-04-30 22:55,...,...,使用控制结构——循环语句——嵌套循环和标号,http://www.cnblogs.com/zhaojiedi1992/archive/2013/04/30/oracle11g_sql_009.html
2013-04-30 23:05,...,...,使用控制结构——顺序控制语句——GOTO和NULL,http://www.cnblogs.com/zhaojiedi1992/archive/2013/04/30/oracle11g_sql_0010.html
2013-04-30 23:40,...,...,使用游标——显式游标,http://www.cnblogs.com/zhaojiedi1992/archive/2013/04/30/oracle11g_sql_0011.html
2013-05-01 09:54,...,...,使用游标——游标FOR循环,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/01/oracle11g_sql_0013.html
2013-04-30 23:55,...,...,使用游标——参数游标,http://www.cnblogs.com/zhaojiedi1992/archive/2013/04/30/oracle11g_sql_0012.html
2013-05-01 10:40,...,...,使用游标——使用游标更新或删除数据,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/01/oracle11g_sql_0014.html
2013-05-01 11:59,...,...,使用例外,http://www.cnblogs.com/zhaojiedi1992/archive/2013/05/01/oracle11g_sql_0015.html
